representative	member
P94449	P94449
Q53728	Q53728
Q81HT3	Q81HT3
Q81HT3	E0TW67
Q81HT3	Q04441
Q81HT3	Q03438
Q93LJ4	Q93LJ4
Q93LJ4	P42517
W5JXD7	W5JXD7
Q9RC92	Q9RC92
Q9S400	Q9S400
Q9S400	Q9R4E4
Q9X0C6	Q9X0C6
Q9X0C6	P60664
Q9XDM4	Q9XDM4
A0A0H2ZQL5	A0A0H2ZQL5
A0A0H2ZQL5	C0SPC1
D7URM0	D7URM0
D7URM0	Q9HTH8
D7URM0	Q92NF5
D7URM0	D7UNT2
H9L427	H9L427
H9L427	P0DTT0
L0T905	L0T905
P06150	P06150
P06150	P00344
P06150	P56511
P08159	P08159
P0A031	P0A031
P0A031	P17865
P0A031	P9WN95
P0A031	P0A9A6
P0A031	Q3BK72
P0DY93	P0DY93
P17086	P17086
P17086	P41020
P17086	P69996
P17086	P9WFF1
P25080	P25080
P27000	P27000
P27000	P04805
P31005	P31005
P41256	P41256
P42321	P42321
P42321	P29422
P42321	P21179
P43889	P43889
P43889	P0ACC7
P43889	Q97R46
P43889	P9WMN3
P45202	P45202
P45202	P0AAR3
P45370	P45370
P50216	P50216
P50216	P16100
P52154	P52154
P52154	P0AG30
P52154	Q03222
P52154	P9WHF3
P57793	P57793
P73270	P73270
P73722	P73722
P74721	P74721
P82974	P82974
P83221	P83221
P83221	Q26994
P83221	P52013
P83221	P80311
P83221	P0AFL3
P96112	P96112
P96112	P0A840
P9WF43	P9WF43
P9WF43	P9WF39
P9WF43	P9WF41
P9WFV7	P9WFV7
P9WFV7	P56206
P9WGI1	P9WGI1
P9WGI1	P00579
P9WGI1	P13445
P9WGI1	P45684
P9WGM3	P9WGM3
P9WHT9	P9WHT9
P9WHT9	Q53079
P9WJH7	P9WJH7
P9WJH7	P0A763
P9WK17	P9WK17
P9WK17	P37330
P9WK17	P42450
P9WN85	P9WN85
P9WN85	P0A9A9
P9WN85	P71086
P9WN85	P54479
P9WP23	P9WP23
P9WPA3	P9WPA3
P9WPB3	P9WPB3
P9WPB3	P9WPB5
P9WPB3	P0A9H7
Q01770	Q01770
Q01770	Q6WRT6
Q01770	P75825
Q02635	Q02635
Q1D3H3	Q1D3H3
Q4UU85	Q4UU85
Q61508	Q61508
Q5JNJ5	Q5JNJ5
Q867W1	Q867W1
P83958	P83958
P83958	P50694
P83958	P14170
Q6QX33	Q6QX33
Q6QX33	Q7T045
Q6QX33	Q4PRD1
Q6QX33	Q8AV97
Q6QX33	W5XCJ6
Q6QX33	D1MGU0
Q6QX33	O93426
Q6QX33	Q9DEA1
Q6QX33	Q4PRD2
Q6QX33	D1MGU1
Q6QX33	P23807
Q6QX33	Q8JGT6
Q6QX33	Q9YGG9
Q6QX33	P05451
Q6QX33	Q6UW15
A4LAR6	A4LAR6
P02741	P02741
P02741	Q9PTT2
P02741	Q07203
Q9SU40	Q9SU40
P14562	P14562
P14562	P11279
P14562	P13473
Q6UXK5	Q6UXK5
P02763	P02763
P21570	P21570
P21570	P31347
Q9QXU1	Q9QXU1
Q9QXU1	F0UZ12
Q9QXU1	P15399
Q5WPU9	Q5WPU9
Q5WPU9	Q06K53
Q95P08	Q95P08
Q95P08	Q8IFJ8
P81999	P81999
P81999	P08622
P81999	Q6RSN5
Q01151	Q01151
P02814	P02814
P02814	P13432
A1XCI9	A1XCI9
P19667	P19667
P19667	B2KNH9
P56972	P56972
P56972	P0C2F4
P56972	Q0GY40
P58912	P58912
Q8UUG2	Q8UUG2
P08899	P08899
P08899	P01248
P08899	P34746
P08899	P01242
P08899	P0DML3
P08899	P01241
P08899	P33093
B0CPC6	B0CPC6
P01538	P01538
P01538	P01543
P22297	P22297
P48747	P48747
P48747	P02748
Q7M438	Q7M438
Q8WML4	Q8WML4
Q12396	Q12396
Q12396	P43555
Q9VG55	Q9VG55
Q9H1M4	Q9H1M4
P13598	P13598
Q8VCS0	Q8VCS0
P67876	P67876
P67876	P00655
P00716	P00716
P00716	P00711
P00716	P00709
P00716	Q9TSN6
P00716	P61626
P00716	P00697
P00716	P67977
P00716	P04421
P00716	P61629
P00716	P00701
P00716	P11941
P00716	P00702
P00716	P00703
P00716	Q8IXA5
F7J1C8	F7J1C8
Q6X4U4	Q6X4U4
Q6X4U4	Q9BQB4
Q02809	Q02809
Q02809	P24802
P48765	P48765
P30040	P30040
P10279	P10279
P10279	P27177
P54660	P54660
P22455	P22455
Q03178	Q03178
Q6EER4	Q6EER4
Q6EER4	Q2YHJ7
Q6EER4	Q1ZY03
Q6EER4	A8CG90
Q6EER4	P14423
Q6EER4	C0HLL2
Q6EER4	P06859
Q6EER4	O57385
Q6EER4	Q6H3D5
Q6EER4	Q6H3D4
Q6EER4	P11407
Q6EER4	P82114
Q6EER4	Q2YHJ4
Q6EER4	P49121
Q6EER4	Q6H3D3
Q6EER4	B5U6Y4
Q6EER4	P80963
Q6EER4	P14424
Q6EER4	P70090
Q6EER4	P62023
Q6EER4	C0HKC2
Q6EER4	Q02471
Q6EER4	P34180
Q6EER4	Q98996
Q6EER4	B5U6Z2
Q6EER4	A8CG89
Q6EER4	A8CG82
Q6EER4	P08878
Q6EER4	Q2HZ28
Q6EER4	Q800C4
Q6EER4	P0CAS0
Q6EER4	P0CAR9
Q6EER4	P00593
Q6EER4	P23028
Q6EER4	Q6H3D6
Q6EER4	A8E2V8
Q6EER4	Q6H3C8
Q6EER4	Q6H3C7
Q6EER4	Q8AXY1
Q6EER4	P45881
Q6EER4	P00625
Q6EER4	G9I930
Q6EER4	P00615
P01889	P01889
P01889	P01899
P01889	P01901
P01889	Q95460
O09165	O09165
Q28989	Q28989
P00996	P00996
P00996	Q6UWN8
Q8SXL2	Q8SXL2
Q99372	Q99372
P02649	P02649
P02649	P18650
P02649	P18649
Q9PVW8	Q9PVW8
E6Y8S8	E6Y8S8
E6Y8S8	A0A161AT60
E6Y8S8	Q9XFS7
E6Y8S8	P07597
P80060	P80060
P50416	P50416
P51168	P51168
P51648	P51648
P51795	P51795
P51795	P51797
P52849	P52849
P56589	P56589
P56962	P56962
P56975	P56975
P57088	P57088
P57105	P57105
P58418	P58418
P58418	A0PK11
P61266	P61266
P61266	Q13277
P62952	P62952
P78383	P78383
P78508	P78508
P78508	B7U540
P78508	Q9NPI9
P78562	P78562
Q00325	Q00325
Q01362	Q01362
Q01718	Q01718
Q01718	P41968
Q01740	Q01740
Q01740	P49326
Q01740	Q99518
Q02094	Q02094
Q02094	Q9H310
Q02742	Q02742
Q06495	Q06495
Q07065	Q07065
Q07326	Q07326
Q12797	Q12797
Q13021	Q13021
Q13491	Q13491
Q13724	Q13724
Q14849	Q14849
Q14940	Q14940
Q14940	Q6AI14
Q14940	P19634
Q15070	Q15070
Q15125	Q15125
Q15836	Q15836
Q15836	O75379
Q16281	Q16281
Q16281	Q9NQW8
Q16563	Q16563
Q16563	Q8TBG9
Q16572	Q16572
Q16617	Q16617
Q16891	Q16891
Q3KR37	Q3KR37
Q3MUY2	Q3MUY2
Q3YBM2	Q3YBM2
Q496J9	Q496J9
Q53RT3	Q53RT3
Q58DX5	Q58DX5
Q5I7T1	Q5I7T1
Q5J8X5	Q5J8X5
Q5NUL3	Q5NUL3
Q5TAT6	Q5TAT6
Q5TGU0	Q5TGU0
Q5VTY9	Q5VTY9
Q5VWC8	Q5VWC8
Q5VZY2	Q5VZY2
Q5VZY2	O14495
Q5XKP0	Q5XKP0
Q687X5	Q687X5
Q6DN12	Q6DN12
Q6IA17	Q6IA17
Q6NUI2	Q6NUI2
Q6P4F1	Q6P4F1
Q6PIU2	Q6PIU2
Q6TCH7	Q6TCH7
Q6U736	Q6U736
Q6UVW9	Q6UVW9
Q6UVW9	Q07108
Q6UWF3	Q6UWF3
Q6UWP7	Q6UWP7
Q6UXN8	Q6UXN8
Q6V0L0	Q6V0L0
Q6XPS3	Q6XPS3
Q6ZMZ0	Q6ZMZ0
Q6ZNB7	Q6ZNB7
Q6ZNC8	Q6ZNC8
Q6ZPD8	Q6ZPD8
Q6ZS10	Q6ZS10
Q6ZWK4	Q6ZWK4
Q75V66	Q75V66
Q75V66	Q5XXA6
Q75V66	Q6IWH7
Q76EJ3	Q76EJ3
Q7Z403	Q7Z403
Q7Z418	Q7Z418
Q7Z419	Q7Z419
Q86SK9	Q86SK9
Q86VI4	Q86VI4
P01077	P01077
P06111	P06111
P0A402	P0A402
P0A402	O31127
P0A402	P31083
P0A402	Q9X7I4
P0A5Q5	P0A5Q5
P0A5Q5	P9WIN9
P39049	P39049
P84908	P84908
P9WIP1	P9WIP1
Q44642	Q44642
Q57449	Q57449
Q9Z4I3	Q9Z4I3
A4QFQ3	A4QFQ3
E1V825	E1V825
E1V825	A9ZM27
P17201	P17201
P33781	P33781
Q07408	Q07408
Q9LAB5	Q9LAB5
Q9RU24	Q9RU24
Q9RUE8	Q9RUE8
P43972	P43972
P44276	P44276
O06724	O06724
O31616	O31616
O31775	O31775
O34714	O34714
P00509	P00509
P00509	P04693
P00946	P00946
P04982	P04982
P05824	P05824
P06567	P06567
P06968	P06968
P07913	P07913
P08839	P08839
P08839	P37177
P0A6D0	P0A6D0
P0A6L0	P0A6L0
P0A6L0	Q9Y315
P0A6M4	P0A6M4
P0A6M4	Q8TEA8
P0A6Q6	P0A6Q6
P0A6U3	P0A6U3
P0A799	P0A799
P0A799	P36204
P0A7F9	P0A7F9
P0A7G2	P0A7G2
P0A7X6	P0A7X6
P0A832	P0A832
P0A884	P0A884
P0A884	P9WFR9
P0A8M3	P0A8M3
P0A8M3	A2RTX5
P0A8M6	P0A8M6
P0A8S9	P0A8S9
P0A8Y1	P0A8Y1
P0A948	P0A948
P0A993	P0A993
P0A993	Q59943
P0A998	P0A998
P0A9D2	P0A9D2
P0A9G8	P0A9G8
P0A9H3	P0A9H3
P0A9H3	P28629
P0A9J8	P0A9J8
P0A9K7	P0A9K7
P0A9K9	P0A9K9
P0A9M8	P0A9M8
P0A9N8	P0A9N8
P0A9Q5	P0A9Q5
P0A9W3	P0A9W3
P0A9W3	P9WQK3
P0A9W3	P43672
P0A9X9	P0A9X9
P0A9X9	P0A968
P0AC69	P0AC69
P0AE67	P0AE67
P0AE67	A0A0H3AMJ9
P0AE67	P13800
P0AEN8	P0AEN8
P0C0R7	P0C0R7
P0C0R7	Q9UET6
P12041	P12041
P12425	P12425
P12425	P9WN39
P12425	P0A1P6
P12425	P0A9C5
P12758	P12758
P13000	P13000
P13001	P13001
P13035	P13035
P17585	P17585
P18335	P18335
P18335	O30508
P18335	P40732
P18335	P23893
P18335	Q9APM5
P19669	P19669
P19669	P78055
P22259	P22259
P23721	P23721
P23872	P23872
P23872	P95125
P25519	P25519
P39604	P39604
P42971	P42971
P43671	P43671
P45562	P45562
P45562	P0AFF4
P54466	P54466
P56580	P56580
P60752	P60752
P60752	O06967
P60752	P26760
P60752	Q04473
P60752	Q9NUT2
P60752	P23886
P60752	P9WQJ9
P64606	P64606
P69425	P69425
P69801	P69801
P70997	P70997
P70997	P39793
P70997	A0A0H2ZMF9
P75908	P75908
P75908	P76236
P76264	P76264
P76272	P76272
P76474	P76474
P77335	P77335
P77529	P77529
Q47377	Q47377
Q7WY64	Q7WY64
O34798	O34798
P00550	P00550
P02920	P02920
P03819	P03819
P03961	P03961
P06136	P06136
P06972	P06972
P07117	P07117
P08395	P08395
P09391	P09391
P0A6J3	P0A6J3
P0A6M2	P0A6M2
P0A6W3	P0A6W3
P0A769	P0A769
P0A769	P49279
P0AA47	P0AA47
P0AA47	P76037
P0AA76	P0AA76
P0AAT4	P0AAT4
P0ABE5	P0ABE5
P0ABG7	P0ABG7
P0ABG7	P0ABG4
P0ABG7	P9WN99
P0ABJ3	P0ABJ3
P0ABJ6	P0ABJ6
P0AC98	P0AC98
P0AD99	P0AD99
P0ADV9	P0ADV9
P0AE24	P0AE24
P0AE24	P0AGF4
P0AE24	A0A0H2VG78
P0AEC3	P0AEC3
P0AF06	P0AF06
P0AFS9	P0AFS9
P0AGI1	P0AGI1
P13738	P13738
P31547	P31547
P32705	P32705
P37340	P37340
P37758	P37758
P37758	P10903
P39276	P39276
P39344	P39344
P39386	P39386
P39386	P0AEY8
P39396	P39396
P39414	P39414
P41036	P41036
P60955	P60955
P63183	P63183
P68183	P68183
P76577	P76577
Q46821	Q46821
O32131	O32131
O34349	O34349
P09348	P09348
P0A6H8	P0A6H8
P0A6S5	P0A6S5
P0A742	P0A742
P0A742	P9WJN5
P0A830	P0A830
P0A830	P21345
P0AAC6	P0AAC6
P0AAI3	P0AAI3
P0AAI3	Q96TA2
P0AAI3	Q9Y4W6
P0AAI3	P37476
P0AAI3	Q55700
P0AAI3	Q5SI82
P0AB58	P0AB58
P0ABC3	P0ABC3
P0ABG1	P0ABG1
P0ABN1	P0ABN1
P0ABN5	P0ABN5
P0ABN5	P0ABN9
P0AC75	P0AC75
P0ACV0	P0ACV0
P0ACV0	P24205
P0AD14	P0AD14
P16389	P16389
P16389	P48547
P16389	Q9NSA2
P16389	Q6PIU1
P17861	P17861
P21728	P21728
P21728	P35462
P21728	P50406
P21757	P21757
P21757	Q6ZMJ2
P22732	P22732
P22732	Q8TDB8
P23942	P23942
P25106	P25106
P25874	P25874
P27338	P27338
P27449	P27449
P30542	P30542
P30542	P0DMS8
P30542	P29275
P30968	P30968
P32239	P32239
P32246	P32246
P32246	P49238
P32246	Q9NPB9
P32246	P25025
P32246	P46094
P32246	P35414
P32970	P32970
P34995	P34995
P36021	P36021
P37059	P37059
P42658	P42658
P46059	P46059
P46089	P46089
P46089	Q92633
P46089	O95977
P46695	P46695
P47211	P47211
P47211	O43603
P47211	P41146
P47211	P41145
P47211	Q96P65
P47211	P25103
P47211	P29371
P47211	P25929
P47211	Q9Y5X5
P47211	P48039
P47211	Q99705
P47211	P31391
P47900	P47900
P47900	P49019
P47900	Q15077
P47900	Q8IYL9
P47900	Q9BXA5
P04067	P04067
P04067	P80036
P04067	P36911
P05149	P05149
P09787	P09787
P0A433	P0A433
P0A433	P0A434
P0C1C0	P0C1C0
P0C1C0	Q6CZT4
P0DXF4	P0DXF4
P11889	P11889
P13063	P13063
P13063	P13061
P13063	P18187
P13063	P12943
P13063	P31884
P13063	P69741
P13063	P21950
P13063	P69739
P13063	P31892
P13063	O33405
P13430	P13430
P15453	P15453
P15453	P0AGD1
P15453	P00446
P18126	P18126
P20041	P20041
P21697	P21697
P21697	W8FLH9
P21697	P04172
P21697	P22365
P21697	P22364
P21697	P80401
P21697	P19567
P21697	P04377
P21697	P04171
P31956	P31956
P31956	P06875
P35804	P35804
P45741	P45741
P86242	P86242
Q01578	Q01578
Q588Z1	Q588Z1
Q7AY50	Q7AY50
Q7AY50	Q934F8
Q82S91	Q82S91
Q9I589	Q9I589
Q9XD84	Q9XD84
O07921	O07921
O07921	P33665
P33136	P33136
P33136	P40120
Q02113	Q02113
P0A915	P0A915
P0ADU5	P0ADU5
P19406	P19406
P19406	P19405
P19406	P35483
P38683	P38683
Q47706	Q47706
P34210	P34210
P34210	P09169
P42111	P42111
P77269	P77269
P0A917	P0A917
P0A917	P25253
P0A917	P16454
P30130	P30130
P30130	P33129
A0A1Z4F647	A0A1Z4F647
B2FNJ0	B2FNJ0
B2FNJ0	P14212
P00106	P00106
P00106	P43302
P00106	P74917
P00144	P00144
P02906	P02906
P02906	P0AG78
P02906	P16700
P06597	P06597
P06597	Q46203
P06654	P06654
P0A432	P0A432
P0A432	P0A431
P0A432	P10549
P15321	P15321
P17989	P17989
P22340	P22340
P23030	P23030
P23030	P23031
P35811	P35811
P37726	P37726
P37726	P13794
P45354	P45354
P51529	P51529
P54700	P54700
P55929	P55929
P55929	P14532
P55929	P37197
P9WG65	P9WG65
Q47952	Q47952
O34213	O34213
O50319	O50319
P00120	P00120
P00120	P04032
P00807	P00807
P09888	P09888
P10425	P10425
P10425	P04190
P10425	O08498
P10425	P52699
P14529	P14529
Q5FTL6	Q5FTL6
Q5SIY4	Q5SIY4
Q5SIY4	P76251
Q5SIY4	Q51945
Q5SIY4	Q56268
Q5SIY4	P37412
Q5SIY4	P30125
Q609I3	Q609I3
Q609I3	Q2RNU4
Q609I3	B0RP51
Q609I3	P9WID7
Q609I3	Q9L1L8
Q609I3	O08333
Q7A1N5	Q7A1N5
Q7CQM5	Q7CQM5
Q7CQM5	B1MH84
Q7WG29	Q7WG29
Q7WG29	P63228
Q8KNP3	Q8KNP3
Q97NV3	Q97NV3
Q9JZG1	Q9JZG1
Q9JZG1	P15875
Q9S5G5	Q9S5G5
Q9WYW0	Q9WYW0
Q9WYW0	O07595
Q9WYW0	P9WGG3
Q9WYW0	A0R2N3
Q9WYW0	P0A2F2
Q9WYW0	P75960
Q9WZY3	Q9WZY3
Q9WZY3	P07623
Q9X1A5	Q9X1A5
T2G899	T2G899
V5XKC3	V5XKC3
W8X092	W8X092
A0A0H2WWV6	A0A0H2WWV6
A2RJT9	A2RJT9
B5XRB0	B5XRB0
B8GZM2	B8GZM2
B8GZM2	Q9A5I5
C4B644	C4B644
C4B644	Q06069
C4B644	P18326
C4B644	Q00441
C4B644	Q59971
I6Y1Q2	I6Y1Q2
O51076	O51076
O87198	O87198
P07112	P07112
P0A283	P0A283
P0A283	P69783
P0C7I4	P0C7I4
P0C7I4	P0A790
P0C7I4	P9WIL3
P0C7I4	A5U8S6
P0DKY4	P0DKY4
P14916	P14916
P24300	P24300
P34945	P34945
P34945	P49591
P34945	P0A8L1
P42445	P42445
P42445	P16971
P42445	P0A7G6
P42445	P0A452
P42455	P42455
P42455	P9WQB3
P46541	P46541
P54322	P54322
P54322	P25996
P72849	P72849
P73276	P73276
P75144	P75144
P80702	P80702
P9WIC1	P9WIC1
P9WKL5	P9WKL5
P9WNB1	P9WNB1
P9WP21	P9WP21
P9WPE9	P9WPE9
P9WPE9	P0C0Z7
P9WPE9	P0A6F5
P9WPE9	Q9KKF0
P9WPH9	P9WPH9
P9WPP9	P9WPP9
P9WQ73	P9WQ73
A0A1S7LCW6	A0A1S7LCW6
A0R2K8	A0R2K8
A0R5I3	A0R5I3
A0R5I3	A0R0H1
A5F5Y4	A5F5Y4
A6M9B7	A6M9B7
B7IE18	B7IE18
G3XCW3	G3XCW3
G4SW86	G4SW86
G4SW86	Q14739
G4WJD4	G4WJD4
I6YHB0	I6YHB0
O87953	O87953
P04739	P04739
P05431	P05431
P06008	P06008
P09192	P09192
P09192	P16033
P09192	P0A444
P09192	P0A446
P09192	Q8DIV4
P12691	P12691
P33639	P33639
P51131	P51131
P74714	P74714
P9WJV5	P9WJV5
Q09068	Q09068
Q2FV54	Q2FV54
Q2W8Q8	Q2W8Q8
Q2W8R5	Q2W8R5
Q56582	Q56582
Q59589	Q59589
Q7A1I3	Q7A1I3
Q7DB77	Q7DB77
Q8DR55	Q8DR55
Q8E8S0	Q8E8S0
Q8E919	Q8E919
Q8E919	P69380
Q8Y8Q5	Q8Y8Q5
Q8Y8Q5	P37278
Q8Y8Q5	P98194
Q9EYX5	Q9EYX5
Q9EYX5	P64423
Q9F7Y9	Q9F7Y9
Q9I310	Q9I310
Q9I310	Q9HYT3
Q9KJY8	Q9KJY8
Q9RFC8	Q9RFC8
Q9X3P3	Q9X3P3
V6F235	V6F235
V6F4W4	V6F4W4
V6F510	V6F510
A0A0H2V8B5	A0A0H2V8B5
A0A2T4VDM4	A0A2T4VDM4
A0LNN5	A0LNN5
A0QQF4	A0QQF4
A5F5X0	A5F5X0
D9N164	D9N164
E1WAC8	E1WAC8
I6X5W1	I6X5W1
K9UJK2	K9UJK2
O33272	O33272
O50333	O50333
P00845	P00845
P00845	P68699
P05425	P05425
P05425	O32219
P05425	O32220
P05425	P03960
P05425	P32113
P05425	Q3YW59
P05425	P37617
P05425	Q59385
P09190	P09190
P09190	P12238
P09193	P09193
P09779	P09779
P0A3W0	P0A3W0
P0A3W0	O50330
P0A4Q0	P0A4Q0
P0A925	P0A925
P0A925	P0A924
P0AC25	P0AC25
P0AC25	P0AC23
P0C0F7	P0C0F7
P13512	P13512
P13512	Q8IWU4
P18011	P18011
P18011	Q56019
P22905	P22905
P54582	P54582
P73183	P73183
P73183	P73429
P9WG27	P9WG27
P9WG27	O86308
P9WGK9	P9WGK9
P9WHS3	P9WHS3
P9WHW5	P9WHW5
P0AE16	P0AE16
P61088	P61088
P61088	P68036
P61088	Q969T4
P61088	P49427
Q01892	Q01892
Q04741	Q04741
Q04741	Q9BZM3
Q09161	Q09161
Q0PNE2	Q0PNE2
Q0VD86	Q0VD86
Q12967	Q12967
Q13117	Q13117
Q13117	Q9NR90
Q13117	Q92904
Q13117	Q86SG3
Q13117	Q9NQZ3
Q13309	Q13309
Q13769	Q13769
Q14140	Q14140
Q14493	Q14493
Q14738	Q14738
Q14995	Q14995
Q14CZ0	Q14CZ0
Q15319	Q15319
Q15319	Q01851
Q16629	Q16629
Q53QV2	Q53QV2
Q56P42	Q56P42
Q5H9R7	Q5H9R7
Q5TA45	Q5TA45
Q6ICB0	Q6ICB0
Q6P2D8	Q6P2D8
Q6PJG6	Q6PJG6
Q6RFH8	Q6RFH8
Q6RFH8	Q9UBX2
Q7RTU4	Q7RTU4
Q7Z3Z4	Q7Z3Z4
Q86TU7	Q86TU7
Q86UY6	Q86UY6
Q86W50	Q86W50
Q8IUQ4	Q8IUQ4
Q8IUQ4	O43255
Q8IYR2	Q8IYR2
Q8NFZ5	Q8NFZ5
Q8TCY9	Q8TCY9
Q8TE02	Q8TE02
Q8TF63	Q8TF63
Q8WUF5	Q8WUF5
Q8WUI4	Q8WUI4
Q92945	Q92945
Q96EK4	Q96EK4
Q96LD4	Q96LD4
Q96LI6	Q96LI6
Q96LI6	Q9UBD0
Q99576	Q99576
Q99593	Q99593
Q99729	Q99729
Q99729	O14979
Q99729	Q14103
Q99729	P09651
Q99729	Q96EP5
Q99836	Q99836
Q99966	Q99966
Q9BT23	Q9BT23
Q9BTC8	Q9BTC8
Q9BZG8	Q9BZG8
Q9BZZ5	Q9BZZ5
Q9GZS3	Q9GZS3
Q9GZT8	Q9GZT8
Q9GZZ1	Q9GZZ1
Q9H063	Q9H063
Q9H0A8	Q9H0A8
Q9H1B4	Q9H1B4
Q9H1B4	Q9GZY0
Q9H1B4	Q9H4D5
Q9H3K6	Q9H3K6
Q9H9A5	Q9H9A5
Q9HB71	Q9HB71
Q9NP71	Q9NP71
Q9NPJ8	Q9NPJ8
Q9NS73	Q9NS73
Q9NUK0	Q9NUK0
Q9NUK0	Q5VZF2
Q9NUK0	Q9NR56
Q9NW38	Q9NW38
Q9NWM0	Q9NWM0
Q9NWU2	Q9NWU2
Q9NWV8	Q9NWV8
Q9NWZ5	Q9NWZ5
Q9NX08	Q9NX08
Q9NX55	Q9NX55
Q9NYG5	Q9NYG5
Q9NYG5	P62877
Q9NYG5	Q9UBF6
Q9P0R6	Q9P0R6
Q9P127	Q9P127
Q9UGK8	Q9UGK8
Q9UH92	Q9UH92
Q9UHW5	Q9UHW5
Q9UK73	Q9UK73
Q9ULR3	Q9ULR3
Q86XL3	Q86XL3
Q86XQ3	Q86XQ3
Q86Y39	Q86Y39
Q86YT5	Q86YT5
Q86YT5	Q9UKG4
Q8IUC8	Q8IUC8
Q8IUC8	Q86SR1
Q8IUC8	Q8N4A0
Q8IUC8	Q8IXK2
Q8IUC8	Q8NCW6
Q8IVP5	Q8IVP5
Q8IWA4	Q8IWA4
Q8IXB3	Q8IXB3
Q8IXU6	Q8IXU6
Q8IY95	Q8IY95
Q8IZR5	Q8IZR5
Q8N1M1	Q8N1M1
Q8N2U9	Q8N2U9
Q8N695	Q8N695
Q8N6D2	Q8N6D2
Q8N6L0	Q8N6L0
Q8N6U8	Q8N6U8
Q8N9I5	Q8N9I5
Q8N9M5	Q8N9M5
Q8NAN2	Q8NAN2
Q8NB59	Q8NB59
Q8NBQ7	Q8NBQ7
Q8NBU5	Q8NBU5
Q8NBU5	P43686
Q8NBU5	P62333
Q8NBU5	P62195
Q8NBU5	P17980
Q8NCR0	Q8NCR0
Q8NDV1	Q8NDV1
Q8NDV1	Q969X2
Q8NFQ8	Q8NFQ8
Q8NHC4	Q8NHC4
Q8NHC4	O95047
Q8NHC4	P34982
Q8NHC4	Q96KK4
Q8NHH9	Q8NHH9
Q8TAX9	Q8TAX9
Q8TAZ6	Q8TAZ6
Q8TC36	Q8TC36
Q8TCQ1	Q8TCQ1
Q8TCU3	Q8TCU3
Q8TCU3	Q9UPY5
Q8TCU3	Q9UM01
Q8TCU3	Q92536
Q8TDI8	Q8TDI8
Q8TDU6	Q8TDU6
Q8TE99	Q8TE99
Q8TEY5	Q8TEY5
Q8WUM9	Q8WUM9
Q8WVP7	Q8WVP7
Q8WVZ7	Q8WVZ7
Q8WWG9	Q8WWG9
Q92504	Q92504
Q92685	Q92685
Q92982	Q92982
Q969E2	Q969E2
Q969E2	O15127
Q969S6	Q969S6
Q96A59	Q96A59
Q96AJ9	Q96AJ9
Q96AQ8	Q96AQ8
Q96B96	Q96B96
Q96CC6	Q96CC6
Q96D96	Q96D96
Q96E93	Q96E93
Q96EU7	Q96EU7
Q96FV3	Q96FV3
Q96FZ5	Q96FZ5
Q96GQ5	Q96GQ5
Q96GR4	Q96GR4
Q96GR4	Q9NXF8
Q96JF0	Q96JF0
Q96JJ6	Q96JJ6
Q96JX3	Q96JX3
Q96K12	Q96K12
Q96KR6	Q96KR6
Q96LT4	Q96LT4
Q96MV8	Q96MV8
Q96RJ3	Q96RJ3
Q96T53	Q96T53
Q99735	Q99735
Q99735	P20292
Q9BRK0	Q9BRK0
Q9BRR3	Q9BRR3
Q9BRV3	Q9BRV3
Q9BS91	Q9BS91
P17993	P17993
P19080	P19080
P21151	P21151
P21151	P14611
P21151	P45359
P21151	P76503
P21888	P21888
P25745	P25745
P26380	P26380
P26380	P69797
P28861	P28861
P32156	P32156
P33643	P33643
P39145	P39145
P39644	P39644
P45577	P45577
P46849	P46849
P68739	P68739
P68739	Q9X2H9
P69795	P69795
P75864	P75864
P75876	P75876
P75913	P75913
P76055	P76055
P76194	P76194
P76364	P76364
P76459	P76459
P77366	P77366
P77366	P71447
P77425	P77425
P94531	P94531
P94531	Q9XBQ3
P94531	A3DIH0
P97030	P97030
Q9KWZ1	Q9KWZ1
O34559	O34559
P00935	P00935
P00935	P9WGB7
P00935	P06721
P00959	P00959
P04036	P04036
P07363	P07363
P07464	P07464
P07639	P07639
P07862	P07862
P07862	P9WP31
P08373	P08373
P09158	P09158
P09158	Q5SK28
P09373	P09373
P09373	P42632
P0A6D7	P0A6D7
P0A6D7	P0A6E1
P0A6D7	P9WPY3
P0A6E4	P0A6E4
P0A6H5	P0A6H5
P0A6I0	P0A6I0
P0A6I0	P9WPA9
P0A6K6	P0A6K6
P0A6N8	P0A6N8
P0A6P1	P0A6P1
P0A6X3	P0A6X3
P0A6Y5	P0A6Y5
P0A705	P0A705
P0A707	P0A707
P0A796	P0A796
P0A796	Q2FXM8
P0A796	P00512
P0A796	P21777
P0A796	P80019
P0A7A9	P0A7A9
P0A7D4	P0A7D4
P0A7I4	P0A7I4
P0A850	P0A850
P0A8G9	P0A8G9
P0A8I1	P0A8I1
P0A8I8	P0A8I8
P0A9E5	P0A9E5
P0A9G4	P0A9G4
P0A9M2	P0A9M2
P0A9M2	P9WHQ9
P0AB91	P0AB91
P0ACZ4	P0ACZ4
P0ACZ4	P0AEL8
P0ADG4	P0ADG4
P0ADI4	P0ADI4
P0AF36	P0AF36
P0AGB6	P0AGB6
P0AGJ7	P0AGJ7
P0AGJ7	O31590
P0C0L2	P0C0L2
P11880	P11880
P12995	P12995
P12995	P53555
P12995	P9WQ81
P13799	P13799
P17952	P17952
P24171	P24171
P24232	P24232
P24232	P49852
P25437	P25437
P25534	P25534
P25534	P25535
